"","Primkey","ID","SubID","Location","Side_A","Side_B","Incompability","Territory","Begin","End","Intensity","Type","Startdate","Startprecision","Startdate2","Startprecision2","COW_A","COW_B","COW_location","Continent","Lat","Lon","Radius","Version"
"298.3",207001967,2070,0,"Nigeria","Nigeria","Republic of Biafra",1,"Biafra",1967,1970,3,3,"06-Jul-67",2,"06-Jul-67",2,"475","","475",4,7,8,250,1.1
"299",208001969,2080,0,"China - Burma","China","Burma",1,"Common Border",1969,1969,1,2,"01-Feb-69",4,"01-Feb-69",4,"710","775","710,775",3,27.5,97,300,1.1
"300",209001969,2090,0,"China - Soviet Union","China","Soviet Union",1,"Ussuri river",1969,1969,1,2,"02-Mar-69",1,"02-Mar-69",1,"710","365","710,365",3,46.5,134,50,1.1
"301",210001969,2100,0,"El Salvador - Honduras","El Salvador","Honduras",1,"Common Border",1969,1969,3,2,"03-Jul-69",2,"03-Jul-69",2,"92","91","92,91",5,14,-88.5,100,1.1
"302",211001970,2110,0,"Guinea","Guinea","Military faction",2,"",1970,1970,1,3,"22-Nov-70",1,"22-Nov-70",1,"438","","438",4,11,-13.5,200,1.1
"303",211012000,2110,1,"Guinea","Guinea","Military faction",2,"",2000,2001,1,3,"01-Sep-00",4,"01-Sep-00",4,"438","","438",4,11,-13.5,200,1.1
"303.1",211012000,2110,1,"Guinea","Guinea","Military faction",2,"",2000,2001,1,3,"01-Sep-00",4,"01-Sep-00",4,"438","","438",4,11,-13.5,200,1.1
"304",212001970,2120,0,"Philippines","Philippines","MNLF",1,"Mindanao",1970,1971,1,3,"20-Aug-70",1,"20-Aug-70",1,"840","","840",3,7,122,500,1.1
"304.1",212001970,2120,0,"Philippines","Philippines","MNLF",1,"Mindanao",1970,1971,1,3,"20-Aug-70",1,"20-Aug-70",1,"840","","840",3,7,122,500,1.1
"305",212001972,2120,0,"Philippines","Philippines","MNLF",1,"Mindanao",1972,1977,2,3,"20-Aug-70",1,"20-Aug-70",1,"840","","840",3,7,122,500,1.1
"305.1",212001972,2120,0,"Philippines","Philippines","MNLF",1,"Mindanao",1972,1977,2,3,"20-Aug-70",1,"20-Aug-70",1,"840","","840",3,7,122,500,1.1
"305.2",212001972,2120,0,"Philippines","Philippines","MNLF",1,"Mindanao",1972,1977,2,3,"20-Aug-70",1,"20-Aug-70",1,"840","","840",3,7,122,500,1.1
"305.3",212001972,2120,0,"Philippines","Philippines","MNLF",1,"Mindanao",1972,1977,2,3,"20-Aug-70",1,"20-Aug-70",1,"840","","840",3,7,122,500,1.1
